DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2006,61.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2007,62.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2008,60.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2009,61.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2010,54.6,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2011,53.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2012,55.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2013,59.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2014,59.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2015,57.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2016,57.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2017,54.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2018,54.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2019,61.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2020,66.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SI:Slovenia,2021,67.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2005,56.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2006,54.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2007,56.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2008,52.5,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2009,52.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2010,52.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2011,52.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2012,53.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2013,54.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2014,54.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2015,55.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2016,57.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2017,55.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2018,56.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2019,56.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2020,57.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,SK:Slovakia,2021,57.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2005,65.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2006,64.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2007,66.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2008,66.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2009,66.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2010,65.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2011,65.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2012,64.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2013,64.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2014,64.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2015,63.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2016,63.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2017,62.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_0:Healthy life years in absolute value at birth,UK:United Kingdom,2018,60.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2004,16.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2005,15.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2006,16.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2007,16.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2008,16.4,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2009,17.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2010,16.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2011,17.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2012,18.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2013,17.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2014,16.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2015,15.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2016,15.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2017,15.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2018,15.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2019,16.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2020,17.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,AT:Austria,2021,19,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2004,17.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2005,19.0,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2006,19.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2007,20.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2008,20.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2009,20.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2010,19.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2011,19.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2012,21.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2013,20.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2014,20.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2015,20.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2016,20.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2017,20.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2018,20.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2019,19.5,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2020,20.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BE:Belgium,2021,20.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2006,25.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2007,26.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2008,20.1,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2009,19.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2010,20.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2011,20.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2012,20.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2013,20.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2014,20.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2015,20.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2016,21.1,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2017,19.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2018,21.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2019,21.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2020,20.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,BG:Bulgaria,2021,19.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2007,21.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2008,22.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2009,21.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2010,21.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2011,22.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2012,24.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2013,19.0,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2014,17.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2015,18.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2016,18.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2017,19.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2018,18.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2019,19.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2020,20.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CH:Switzerland,2021,19.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2005,14.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2006,17.3,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2007,17.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2008,18.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2009,18.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2010,18.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2011,15.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2012,17.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2013,18.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2014,19.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2015,17.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2016,21.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2017,19.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2018,17.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2019,17.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2020,17.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CY:Cyprus,2021,20.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2005,16.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2006,16.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2007,18.2,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2008,18.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2009,18.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2010,18.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2011,18.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2012,18.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2013,18.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2014,19.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2015,18.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2016,18.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2017,18.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2018,18.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2019,17.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2020,17.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,CZ:Czechia,2021,17.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2005,13.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2006,15.8,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2007,16.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2008,14.8,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2009,14.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2010,15.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2011,15.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2012,15.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2013,14.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2014,14.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2015,22.3,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,YR:Year,F:Females,HLY_50:Healthy life years in absolute value at 50,DE:Germany,2016,22.3,
