,metroreg,TIME_PERIOD,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemp per Tsd.,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crime/population,density,crime/population_log,density_log,unemp_log,gdp_log
61984,ES009M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",97.0,8110.0,520385.0,T:Total,Y15-74:From 15 to 74 years,27.6,ICCS050211,110,Valladolid,M,Theft of a motorized land vehicle,ES,211.3819575890927,64.16584463625153,5.353666722533175,4.161471054114057,3.3178157727231046,4.574710978503383
62089,ES009M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,8110.0,520738.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS0101,2,Valladolid,M,Intentional homicide,ES,3.8407030022775372,64.20937114673242,1.3456554233535007,4.16214916806126,1.4816045409242156,4.51085950651685
62090,ES009M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,8110.0,520738.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS0401,94,Valladolid,M,Robbery,ES,180.51304110704424,64.20937114673242,5.195803025063559,4.16214916806126,1.4816045409242156,4.51085950651685
62091,ES009M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,8110.0,520738.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS05012,399,Valladolid,M,Burglary of private residential premises,ES,766.2202489543686,64.20937114673242,6.641469659683419,4.16214916806126,1.4816045409242156,4.51085950651685
62092,ES009M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,8110.0,520738.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS050211,73,Valladolid,M,Theft of a motorized land vehicle,ES,140.18565958313008,64.20937114673242,4.942967683941946,4.16214916806126,1.4816045409242156,4.51085950651685
62093,ES009M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,8110.0,520738.0,T:Total,Y15-74:From 15 to 74 years,26.3,ICCS0101,2,Valladolid,M,Intentional homicide,ES,3.8407030022775372,64.20937114673242,1.3456554233535007,4.16214916806126,3.269568939183719,4.51085950651685
62094,ES009M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,8110.0,520738.0,T:Total,Y15-74:From 15 to 74 years,26.3,ICCS0401,94,Valladolid,M,Robbery,ES,180.51304110704424,64.20937114673242,5.195803025063559,4.16214916806126,3.269568939183719,4.51085950651685
62095,ES009M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,8110.0,520738.0,T:Total,Y15-74:From 15 to 74 years,26.3,ICCS05012,399,Valladolid,M,Burglary of private residential premises,ES,766.2202489543686,64.20937114673242,6.641469659683419,4.16214916806126,3.269568939183719,4.51085950651685
62096,ES009M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,8110.0,520738.0,T:Total,Y15-74:From 15 to 74 years,26.3,ICCS050211,73,Valladolid,M,Theft of a motorized land vehicle,ES,140.18565958313008,64.20937114673242,4.942967683941946,4.16214916806126,3.269568939183719,4.51085950651685
62149,ES010M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,869111.0,T:Total,Y15-24:From 15 to 24 years,14.8,ICCS0101,9,Palma de Mallorca,M,Intentional homicide,ES,10.355409147968443,238.76675824175825,2.337509006183666,5.475487168486041,2.6946271807700692,4.61512051684126
62150,ES010M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,869111.0,T:Total,Y15-24:From 15 to 24 years,14.8,ICCS0401,842,Palma de Mallorca,M,Robbery,ES,968.8060558432696,238.76675824175825,6.876064443089773,5.475487168486041,2.6946271807700692,4.61512051684126
62151,ES010M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,869111.0,T:Total,Y15-24:From 15 to 24 years,14.8,ICCS05012,2724,Palma de Mallorca,M,Burglary of private residential premises,ES,3134.237168785115,238.76675824175825,8.05014109611685,5.475487168486041,2.6946271807700692,4.61512051684126
62152,ES010M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,869111.0,T:Total,Y15-24:From 15 to 24 years,14.8,ICCS050211,539,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,620.1739478616656,238.76675824175825,6.429999999756443,5.475487168486041,2.6946271807700692,4.61512051684126
62192,ES010M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,875781.0,T:Total,Y15-24:From 15 to 24 years,14.3,ICCS0101,7,Palma de Mallorca,M,Intentional homicide,ES,7.992865796357765,240.59917582417583,2.0785493683562684,5.483132378032533,2.6602595372658615,4.624972813284271
62193,ES010M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,875781.0,T:Total,Y15-24:From 15 to 24 years,14.3,ICCS0401,769,Palma de Mallorca,M,Robbery,ES,878.0733996284459,240.59917582417583,6.777730188806599,5.483132378032533,2.6602595372658615,4.624972813284271
62194,ES010M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,875781.0,T:Total,Y15-24:From 15 to 24 years,14.3,ICCS05012,2344,Palma de Mallorca,M,Burglary of private residential premises,ES,2676.468203808943,240.59917582417583,7.892253369997858,5.483132378032533,2.6602595372658615,4.624972813284271
62299,ES010M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,3640.0,883320.0,T:Total,Y15-24:From 15 to 24 years,13.0,ICCS0101,7,Palma de Mallorca,M,Intentional homicide,ES,7.924647919213875,242.67032967032966,2.0699778921788354,5.491703854209965,2.5649493574615367,4.6443908991413725
62300,ES010M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,3640.0,883320.0,T:Total,Y15-24:From 15 to 24 years,13.0,ICCS0401,861,Palma de Mallorca,M,Robbery,ES,974.7316940633067,242.67032967032966,6.882162247551253,5.491703854209965,2.5649493574615367,4.6443908991413725
62301,ES010M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,3640.0,883320.0,T:Total,Y15-24:From 15 to 24 years,13.0,ICCS05012,2156,Palma de Mallorca,M,Burglary of private residential premises,ES,2440.7915591178735,242.67032967032966,7.80007767515241,5.491703854209965,2.5649493574615367,4.6443908991413725
62302,ES010M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,3640.0,883320.0,T:Total,Y15-24:From 15 to 24 years,13.0,ICCS050211,997,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,1128.6962822080334,242.67032967032966,7.02881851308536,5.491703854209965,2.5649493574615367,4.6443908991413725
62303,ES010M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,3640.0,883320.0,T:Total,Y15-74:From 15 to 74 years,67.0,ICCS0101,7,Palma de Mallorca,M,Intentional homicide,ES,7.924647919213875,242.67032967032966,2.0699778921788354,5.491703854209965,4.204692619390966,4.6443908991413725
62304,ES010M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,3640.0,883320.0,T:Total,Y15-74:From 15 to 74 years,67.0,ICCS0401,861,Palma de Mallorca,M,Robbery,ES,974.7316940633067,242.67032967032966,6.882162247551253,5.491703854209965,4.204692619390966,4.6443908991413725
62305,ES010M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,3640.0,883320.0,T:Total,Y15-74:From 15 to 74 years,67.0,ICCS05012,2156,Palma de Mallorca,M,Burglary of private residential premises,ES,2440.7915591178735,242.67032967032966,7.80007767515241,5.491703854209965,4.204692619390966,4.6443908991413725
62306,ES010M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,3640.0,883320.0,T:Total,Y15-74:From 15 to 74 years,67.0,ICCS050211,997,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,1128.6962822080334,242.67032967032966,7.02881851308536,5.491703854209965,4.204692619390966,4.6443908991413725
62411,ES010M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3640.0,894897.0,T:Total,Y15-24:From 15 to 24 years,10.5,ICCS0101,2,Palma de Mallorca,M,Intentional homicide,ES,2.234894071608241,245.8508241758242,0.8041938316887581,5.504724946204675,2.3513752571634776,4.653960350157523
62412,ES010M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3640.0,894897.0,T:Total,Y15-24:From 15 to 24 years,10.5,ICCS0401,1053,Palma de Mallorca,M,Robbery,ES,1176.6717287017389,245.8508241758242,7.0704451632627885,5.504724946204675,2.3513752571634776,4.653960350157523
62413,ES010M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3640.0,894897.0,T:Total,Y15-24:From 15 to 24 years,10.5,ICCS05012,2148,Palma de Mallorca,M,Burglary of private residential premises,ES,2400.2762329072507,245.8508241758242,7.783339106757568,5.504724946204675,2.3513752571634776,4.653960350157523
62414,ES010M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3640.0,894897.0,T:Total,Y15-24:From 15 to 24 years,10.5,ICCS050211,832,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,929.7159337890282,245.8508241758242,6.834879091950022,5.504724946204675,2.3513752571634776,4.653960350157523
62415,ES010M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3640.0,894897.0,T:Total,Y15-74:From 15 to 74 years,61.0,ICCS0101,2,Palma de Mallorca,M,Intentional homicide,ES,2.234894071608241,245.8508241758242,0.8041938316887581,5.504724946204675,4.110873864173311,4.653960350157523
62416,ES010M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3640.0,894897.0,T:Total,Y15-74:From 15 to 74 years,61.0,ICCS0401,1053,Palma de Mallorca,M,Robbery,ES,1176.6717287017389,245.8508241758242,7.0704451632627885,5.504724946204675,4.110873864173311,4.653960350157523
62417,ES010M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3640.0,894897.0,T:Total,Y15-74:From 15 to 74 years,61.0,ICCS05012,2148,Palma de Mallorca,M,Burglary of private residential premises,ES,2400.2762329072507,245.8508241758242,7.783339106757568,5.504724946204675,4.110873864173311,4.653960350157523
62418,ES010M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3640.0,894897.0,T:Total,Y15-74:From 15 to 74 years,61.0,ICCS050211,832,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,929.7159337890282,245.8508241758242,6.834879091950022,5.504724946204675,4.110873864173311,4.653960350157523
62523,ES010M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-24:From 15 to 24 years,10.0,ICCS0101,5,Palma de Mallorca,M,Intentional homicide,ES,5.511482070597676,249.22994505494506,1.7068335653265243,5.518375944441064,2.302585092994046,4.624972813284271
62524,ES010M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-24:From 15 to 24 years,10.0,ICCS0401,972,Palma de Mallorca,M,Robbery,ES,1071.4321145241884,249.22994505494506,6.976751457352863,5.518375944441064,2.302585092994046,4.624972813284271
62525,ES010M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-24:From 15 to 24 years,10.0,ICCS05012,2456,Palma de Mallorca,M,Burglary of private residential premises,ES,2707.2399930775787,249.22994505494506,7.903684942159457,5.518375944441064,2.302585092994046,4.624972813284271
62526,ES010M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-24:From 15 to 24 years,10.0,ICCS050211,662,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,729.7202261471323,249.22994505494506,6.5926612088294325,5.518375944441064,2.302585092994046,4.624972813284271
62527,ES010M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-74:From 15 to 74 years,58.2,ICCS0101,5,Palma de Mallorca,M,Intentional homicide,ES,5.511482070597676,249.22994505494506,1.7068335653265243,5.518375944441064,4.063885354737392,4.624972813284271
62528,ES010M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-74:From 15 to 74 years,58.2,ICCS0401,972,Palma de Mallorca,M,Robbery,ES,1071.4321145241884,249.22994505494506,6.976751457352863,5.518375944441064,4.063885354737392,4.624972813284271
62529,ES010M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-74:From 15 to 74 years,58.2,ICCS05012,2456,Palma de Mallorca,M,Burglary of private residential premises,ES,2707.2399930775787,249.22994505494506,7.903684942159457,5.518375944441064,4.063885354737392,4.624972813284271
62530,ES010M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-74:From 15 to 74 years,58.2,ICCS050211,662,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,729.7202261471323,249.22994505494506,6.5926612088294325,5.518375944441064,4.063885354737392,4.624972813284271
62635,ES010M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-24:From 15 to 24 years,11.7,ICCS0101,3,Palma de Mallorca,M,Intentional homicide,ES,3.2481312418255364,253.73846153846154,1.1780798284490823,5.536304057552515,2.4595888418037104,4.61512051684126
62636,ES010M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-24:From 15 to 24 years,11.7,ICCS0401,1059,Palma de Mallorca,M,Robbery,ES,1146.5903283644143,253.73846153846154,7.044547885382379,5.536304057552515,2.4595888418037104,4.61512051684126
62637,ES010M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-24:From 15 to 24 years,11.7,ICCS05012,2058,Palma de Mallorca,M,Burglary of private residential premises,ES,2228.218031892318,253.73846153846154,7.708957456174968,5.536304057552515,2.4595888418037104,4.61512051684126
62638,ES010M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-24:From 15 to 24 years,11.7,ICCS050211,686,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,742.739343964106,253.73846153846154,6.610345167506858,5.536304057552515,2.4595888418037104,4.61512051684126
62639,ES010M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-74:From 15 to 74 years,59.4,ICCS0101,3,Palma de Mallorca,M,Intentional homicide,ES,3.2481312418255364,253.73846153846154,1.1780798284490823,5.536304057552515,4.084294226368599,4.61512051684126
62640,ES010M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-74:From 15 to 74 years,59.4,ICCS0401,1059,Palma de Mallorca,M,Robbery,ES,1146.5903283644143,253.73846153846154,7.044547885382379,5.536304057552515,4.084294226368599,4.61512051684126
62641,ES010M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-74:From 15 to 74 years,59.4,ICCS05012,2058,Palma de Mallorca,M,Burglary of private residential premises,ES,2228.218031892318,253.73846153846154,7.708957456174968,5.536304057552515,4.084294226368599,4.61512051684126
62642,ES010M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-74:From 15 to 74 years,59.4,ICCS050211,686,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,742.739343964106,253.73846153846154,6.610345167506858,5.536304057552515,4.084294226368599,4.61512051684126
62747,ES010M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,3640.0,941339.0,T:Total,Y15-24:From 15 to 24 years,13.3,ICCS0101,4,Palma de Mallorca,M,Intentional homicide,ES,4.249266204842251,258.6096153846154,1.4467463103450955,5.5553196481082825,2.5877640352277083,4.382026634673881
62748,ES010M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,3640.0,941339.0,T:Total,Y15-24:From 15 to 24 years,13.3,ICCS0401,606,Palma de Mallorca,M,Robbery,ES,643.763830033601,258.6096153846154,6.467331935294519,5.5553196481082825,2.5877640352277083,4.382026634673881
62749,ES010M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,3640.0,941339.0,T:Total,Y15-24:From 15 to 24 years,13.3,ICCS05012,1517,Palma de Mallorca,M,Burglary of private residential premises,ES,1611.5342081864237,258.6096153846154,7.384941928573737,5.5553196481082825,2.5877640352277083,4.382026634673881
62750,ES010M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,3640.0,941339.0,T:Total,Y15-24:From 15 to 24 years,13.3,ICCS050211,536,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,569.4016714488616,258.6096153846154,6.344586110296007,5.5553196481082825,2.5877640352277083,4.382026634673881
62751,ES010M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,3640.0,941339.0,T:Total,Y15-74:From 15 to 74 years,78.2,ICCS0101,4,Palma de Mallorca,M,Intentional homicide,ES,4.249266204842251,258.6096153846154,1.4467463103450955,5.5553196481082825,4.359269647551265,4.382026634673881
62752,ES010M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,3640.0,941339.0,T:Total,Y15-74:From 15 to 74 years,78.2,ICCS0401,606,Palma de Mallorca,M,Robbery,ES,643.763830033601,258.6096153846154,6.467331935294519,5.5553196481082825,4.359269647551265,4.382026634673881
62753,ES010M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,3640.0,941339.0,T:Total,Y15-74:From 15 to 74 years,78.2,ICCS05012,1517,Palma de Mallorca,M,Burglary of private residential premises,ES,1611.5342081864237,258.6096153846154,7.384941928573737,5.5553196481082825,4.359269647551265,4.382026634673881
62754,ES010M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,3640.0,941339.0,T:Total,Y15-74:From 15 to 74 years,78.2,ICCS050211,536,Palma de Mallorca,M,Theft of a motorized land vehicle,ES,569.4016714488616,258.6096153846154,6.344586110296007,5.5553196481082825,4.359269647551265,4.382026634673881
62807,ES012M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,3037.0,319895.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0101,1,Vitoria/Gasteiz,M,Intentional homicide,ES,3.1260257271917347,105.33256503128086,1.1397624620331515,4.6571226308853735,1.3609765531356006,4.941642422609304
62808,ES012M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,3037.0,319895.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0401,233,Vitoria/Gasteiz,M,Robbery,ES,728.3639944356742,105.33256503128086,6.590800915598852,4.6571226308853735,1.3609765531356006,4.941642422609304
62809,ES012M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,3037.0,319895.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS05012,621,Vitoria/Gasteiz,M,Burglary of private residential premises,ES,1941.2619765860672,105.33256503128086,7.57109354396663,4.6571226308853735,1.3609765531356006,4.941642422609304
62810,ES012M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,3037.0,319895.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS050211,55,Vitoria/Gasteiz,M,Theft of a motorized land vehicle,ES,171.93141499554542,105.33256503128086,5.147095647265623,4.6571226308853735,1.3609765531356006,4.941642422609304
62850,ES012M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,3037.0,320663.0,T:Total,Y15-24:From 15 to 24 years,2.8,ICCS0101,1,Vitoria/Gasteiz,M,Intentional homicide,ES,3.1185387774704285,105.58544616397761,1.1373645515613493,4.659520541357176,1.0296194171811581,4.927253685157205
62851,ES012M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,3037.0,320663.0,T:Total,Y15-24:From 15 to 24 years,2.8,ICCS0401,205,Vitoria/Gasteiz,M,Robbery,ES,639.3004493814378,105.58544616397761,6.460374530699758,4.659520541357176,1.0296194171811581,4.927253685157205
62852,ES012M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,3037.0,320663.0,T:Total,Y15-24:From 15 to 24 years,2.8,ICCS05012,486,Vitoria/Gasteiz,M,Burglary of private residential premises,ES,1515.6098458506283,105.58544616397761,7.323573175461843,4.659520541357176,1.0296194171811581,4.927253685157205
62957,ES012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-24:From 15 to 24 years,2.4,ICCS0101,2,Vitoria/Gasteiz,M,Intentional homicide,ES,6.214963145268548,105.96114586763254,1.8269597949802567,4.663072478498214,0.8754687373538999,4.955827057601261
62958,ES012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-24:From 15 to 24 years,2.4,ICCS0401,198,Vitoria/Gasteiz,M,Robbery,ES,615.2813513815863,105.96114586763254,6.422079645114847,4.663072478498214,0.8754687373538999,4.955827057601261
62959,ES012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-24:From 15 to 24 years,2.4,ICCS05012,351,Vitoria/Gasteiz,M,Burglary of private residential premises,ES,1090.7260319946301,105.96114586763254,6.994598837886177,4.663072478498214,0.8754687373538999,4.955827057601261
62960,ES012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-24:From 15 to 24 years,2.4,ICCS050211,99,Vitoria/Gasteiz,M,Theft of a motorized land vehicle,ES,307.64067569079316,105.96114586763254,5.728932464554902,4.663072478498214,0.8754687373538999,4.955827057601261
62961,ES012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-74:From 15 to 74 years,18.6,ICCS0101,2,Vitoria/Gasteiz,M,Intentional homicide,ES,6.214963145268548,105.96114586763254,1.8269597949802567,4.663072478498214,2.9231615807191558,4.955827057601261
62962,ES012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-74:From 15 to 74 years,18.6,ICCS0401,198,Vitoria/Gasteiz,M,Robbery,ES,615.2813513815863,105.96114586763254,6.422079645114847,4.663072478498214,2.9231615807191558,4.955827057601261
62963,ES012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-74:From 15 to 74 years,18.6,ICCS05012,351,Vitoria/Gasteiz,M,Burglary of private residential premises,ES,1090.7260319946301,105.96114586763254,6.994598837886177,4.663072478498214,2.9231615807191558,4.955827057601261
62964,ES012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-74:From 15 to 74 years,18.6,ICCS050211,99,Vitoria/Gasteiz,M,Theft of a motorized land vehicle,ES,307.64067569079316,105.96114586763254,5.728932464554902,4.663072478498214,2.9231615807191558,4.955827057601261
