,Unnamed: 0,metroreg,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemp per Tsd.,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crime/population,density,crime/population_log,density_log,unemp_log,gdp_log,year,crimes,unemployment
1890,58688,ES004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",71.0,14036.0,1949640.0,T:Total,Y15-24:From 15 to 24 years,26.0,ICCS0401,2437,Sevilla,M,Robbery,ES,1249.974354239757,138.90282131661442,7.130878313477684,4.933774561408691,3.258096538021482,4.262679877041316,2019,1249.974354239757,26.0
2025,61978,ES009M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",97.0,8110.0,520385.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS0401,144,Valladolid,M,Robbery,ES,276.71819902572133,64.16584463625153,5.622999656316759,4.161471054114057,1.4816045409242156,4.574710978503383,2019,276.71819902572133,4.4
249,8565,BE005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",89.0,1186.0,810166.0,T:Total,Y15-24:From 15 to 24 years,8.0,ICCS0401,2511,Liège,M,Robbery,BE,3099.3648215304024,683.1079258010118,8.038952473198611,6.526652864365577,2.079441541679836,4.48863636973214,2014,3099.3648215304024,8.0
1606,49308,DE_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,193392.0,25926271.0,T:Total,Y15-24:From 15 to 24 years,78.0,ICCS0401,7144,Non-metropolitan regions in Germany,N,Robbery,DE,275.5506181355583,134.06072122942004,5.618771343605837,4.898292840815534,4.356708826689592,4.653960350157523,2017,275.5506181355583,78.0
2427,72506,FI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,14613.0,509356.0,T:Total,Y15-24:From 15 to 24 years,7.4,ICCS0401,153,Tampere,M,Robbery,FI,300.3793024917739,34.85636077465271,5.705046017688628,3.55123563919343,2.0014800002101243,4.624972813284271,2017,300.3793024917739,7.4
4214,132825,SI001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",123.0,2334.0,542306.0,T:Total,Y15-24:From 15 to 24 years,1.6,ICCS0401,139,Ljubljana,M,Robbery,SI,256.31285657912696,232.35047129391603,5.546398794340297,5.448246883908168,0.4700036292457356,4.812184355372417,2018,256.31285657912696,1.6
2573,77506,IE_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",107.0,49879.0,2110722.0,T:Total,Y15-24:From 15 to 24 years,17.4,ICCS0401,209,Non-metropolitan regions in Ireland,N,Robbery,IE,99.01825062703662,42.31684676918142,4.595304182912306,3.7451852755392494,2.856470206220483,4.672828834461906,2020,99.01825062703662,17.4
2764,85060,IT007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,3514.0,998976.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS0401,522,Firenze,M,Robbery,IT,522.5350759177397,284.2845759817872,6.258692112528828,5.649975764571042,1.5260563034950492,4.927253685157205,2019,522.5350759177397,4.6
3375,107524,NL004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",161.0,1449.0,1263572.0,T:Total,Y15-24:From 15 to 24 years,12.1,ICCS0401,638,Utrecht,N,Robbery,NL,504.9178044464423,872.0303657694963,6.224395652555557,6.7708242464328245,2.4932054526026954,5.081404364984463,2015,504.9178044464423,12.1
3333,106516,NL001M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",143.0,263.0,1051980.0,T:Total,Y15-24:From 15 to 24 years,12.4,ICCS0401,937,s' Gravenhage,N,Robbery,NL,890.7013441320178,3999.923954372624,6.792009179510467,8.294030628514465,2.517696472610991,4.962844630259907,2014,890.7013441320178,12.4
606,21308,DE005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",166.0,4305.0,2710127.0,T:Total,Y15-24:From 15 to 24 years,7.9,ICCS0401,1398,Frankfurt am Main,M,Robbery,DE,515.8429844800631,629.530081300813,6.245802425531569,6.444973638364629,2.066862759472976,5.111987788356544,2019,515.8429844800631,7.9
3176,99624,LT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,8086.0,569875.0,T:Total,Y15-24:From 15 to 24 years,2.5,ICCS0401,294,Kaunas,M,Robbery,LT,515.9026102215398,70.47674993816473,6.245918007787213,4.255282867315026,0.9162907318741552,4.394449154672439,2017,515.9026102215398,2.5
1948,60116,ES006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",59.0,7309.0,1683505.0,T:Total,Y15-24:From 15 to 24 years,21.8,ICCS0401,1119,Málaga - Marbella,M,Robbery,ES,664.6846905711595,230.3331509098372,6.499312778694374,5.4395267431014345,3.0819099697950434,4.07753744390572,2020,664.6846905711595,21.8
3402,108109,NL005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,1458.0,761763.0,T:Total,Y15-24:From 15 to 24 years,4.3,ICCS0401,312,Eindhoven,N,Robbery,NL,409.5762067729727,522.4711934156379,6.015122983104899,6.258569850100255,1.4586150226995167,5.010635294096256,2017,409.5762067729727,4.3
2546,76750,IE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",213.0,6988.0,2047672.0,T:Total,Y15-24:From 15 to 24 years,17.9,ICCS0401,1611,Dublin,M,Robbery,IE,786.7470962146282,293.02690326273614,6.667906845076095,5.680264424811207,2.884800712846709,5.3612921657094255,2017,786.7470962146282,17.9
4280,135041,SK001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",193.0,2053.0,625167.0,T:Total,Y15-24:From 15 to 24 years,2.8,ICCS0401,86,Bratislava,M,Robbery,SK,137.5632431014433,304.5138821237214,4.924083761190806,5.718716676008043,1.029619417181158,5.262690188904886,2015,137.5632431014433,2.8
3390,107899,NL004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",167.0,1449.0,1319231.0,T:Total,Y15-24:From 15 to 24 years,9.7,ICCS0401,462,Utrecht,N,Robbery,NL,350.20402037247453,910.4423740510696,5.858515900004228,6.813930606721103,2.272125885509337,5.117993812416755,2020,350.20402037247453,9.7
173,5841,BE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2681.0,3265847.0,T:Total,Y15-24:From 15 to 24 years,17.3,ICCS0401,7787,Bruxelles / Brussel,M,Robbery,BE,2384.3737933834623,1218.1450951137635,7.776691808421197,7.105084566884104,2.8507065015037334,5.003946305945459,2018,2384.3737933834623,17.3
2125,64386,ES014M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,10391.0,640353.0,T:Total,Y15-24:From 15 to 24 years,6.7,ICCS0401,432,Pamplona/Iruña,M,Robbery,ES,674.6279005486037,61.62573380810316,6.514161280427216,4.121079539928521,1.9021075263969205,4.727387818712341,2017,674.6279005486037,6.7
2512,75268,HU004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,4429.0,360704.0,T:Total,Y15-24:From 15 to 24 years,3.4,ICCS0401,20,Pécs,M,Robbery,HU,55.44712562100781,81.4414088959133,4.015429875140023,4.399883852455044,1.2237754316221157,3.8918202981106265,2019,55.44712562100781,3.4
17,1169,AT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",136.0,8817.0,2838558.0,T:Total,Y15-24:From 15 to 24 years,24.4,ICCS0401,1474,Wien,M,Robbery,AT,519.2777459541077,321.94147669275264,6.252438896001934,5.774369779624595,3.194583132299156,4.912654885736052,2018,519.2777459541077,24.4
2856,88148,IT011M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",106.0,2473.0,857841.0,T:Total,Y15-24:From 15 to 24 years,8.5,ICCS0401,356,Venezia,M,Robbery,IT,414.9953196454821,346.882733522038,6.028267242204408,5.84898677909048,2.1400661634962708,4.663439094112067,2014,414.9953196454821,8.5
2067,62958,ES012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,3037.0,321804.0,T:Total,Y15-24:From 15 to 24 years,2.4,ICCS0401,198,Vitoria/Gasteiz,M,Robbery,ES,615.2813513815863,105.96114586763254,6.422079645114847,4.663072478498214,0.8754687373538999,4.955827057601261,2016,615.2813513815863,2.4
2280,68236,ES025M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",74.0,2034.0,949471.0,T:Total,Y15-24:From 15 to 24 years,12.5,ICCS0401,697,Santa Cruz de Tenerife,M,Robbery,ES,734.092984409213,466.7999016715831,6.59863570234748,6.145900689768812,2.525728644308256,4.30406509320417,2019,734.092984409213,12.5
470,16884,CZ003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",75.0,5430.0,1205886.0,T:Total,Y15-24:From 15 to 24 years,3.6,ICCS0401,241,Ostrava,M,Robbery,CZ,199.85305410295837,222.07845303867404,5.297582367016839,5.40303071151011,1.2809338454620642,4.31748811353631,2018,199.85305410295837,3.6
3360,107185,NL002MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",159.0,5816.0,3302548.0,T:Total,Y15-24:From 15 to 24 years,25.8,ICCS0401,2482,Amsterdam,N,Robbery,NL,751.5409314262806,567.8383768913343,6.62212567401223,6.341836830503242,3.250374491927572,5.068904202220232,2020,751.5409314262806,25.8
3489,110041,NL009M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",111.0,959.0,735203.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS0401,266,Arnhem - Nijmegen,N,Robbery,NL,361.80483485513525,766.6350364963504,5.891104936208377,6.642010855654157,1.5260563034950492,4.709530201312334,2018,361.80483485513525,4.6
2118,64167,ES014M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,10391.0,636402.0,T:Total,Y15-24:From 15 to 24 years,6.4,ICCS0401,351,Pamplona/Iruña,M,Robbery,ES,551.5381786983698,61.24550091425272,6.312711063311748,4.114890392265745,1.8562979903656265,4.718498871295094,2015,551.5381786983698,6.4
3540,111448,NL_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",109.0,16578.0,4963296.0,T:Total,Y15-24:From 15 to 24 years,32.1,ICCS0401,1054,Non-metropolitan regions in Netherlands,N,Robbery,NL,212.35888409637468,299.39051755338403,5.358277692928518,5.701748799985592,3.4688560301359703,4.691347882229144,2020,212.35888409637468,32.1
2656,81420,IT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",63.0,1179.0,3034410.0,T:Total,Y15-24:From 15 to 24 years,40.8,ICCS0401,2938,Napoli,M,Robbery,IT,968.227760915631,2573.7150127226464,6.8754673498022765,7.853105664358449,3.708682081410116,4.143134726391533,2020,968.227760915631,40.8
4182,131401,SE_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",106.0,391583.0,4279449.0,T:Total,Y15-24:From 15 to 24 years,61.0,ICCS0401,1833,Non-metropolitan regions in Sweden,N,Robbery,SE,428.3261700279638,10.928587298222856,6.059884984851245,2.391382043901089,4.110873864173311,4.663439094112067,2015,428.3261700279638,61.0
2319,69109,ES501M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",67.0,12648.0,919139.0,T:Total,Y15-24:From 15 to 24 years,17.5,ICCS0401,697,Granada,M,Robbery,ES,758.318382747332,72.67069892473118,6.631103327464134,4.2859382623713564,2.862200880929469,4.204692619390966,2015,758.318382747332,17.5
3004,93124,IT501M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",62.0,3266.0,640675.0,T:Total,Y15-24:From 15 to 24 years,12.5,ICCS0401,227,Messina,M,Robbery,IT,354.31380965388064,196.16503368034293,5.870182988401926,5.27895631351334,2.525728644308256,4.127134385045092,2016,354.31380965388064,12.5
3306,105210,MT_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",54.0,69.0,31456.0,T:Total,Y15-24:From 15 to 24 years,0.4,ICCS0401,1,Non-metropolitan regions in Malta,N,Robbery,MT,31.79043743641913,455.8840579710145,3.459165535017381,6.122238518349634,-0.916290731874155,3.9889840465642745,2014,31.79043743641913,0.4
2684,82372,IT004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,6827.0,2230946.0,T:Total,Y15-24:From 15 to 24 years,14.3,ICCS0401,1060,Torino,M,Robbery,IT,475.1347634590886,326.7827742785997,6.163598476341297,5.789295651310809,2.660259537265861,4.6443908991413725,2020,475.1347634590886,14.3
490,17445,CZ004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,7649.0,578629.0,T:Total,Y15-24:From 15 to 24 years,1.1,ICCS0401,91,Plzen,M,Robbery,CZ,157.26830145049763,75.6476663616159,5.057953273231287,4.326086591927972,0.0953101798043249,4.418840607796598,2017,157.26830145049763,1.1
3772,119805,PT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,2041.0,1740983.0,T:Total,Y15-24:From 15 to 24 years,29.4,ICCS0401,2585,Porto,M,Robbery,PT,1484.7933609920374,853.0048995590397,7.303030890707309,6.748765291389649,3.380994674344636,4.290459441148391,2014,1484.7933609920374,29.4
2052,62636,ES010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,923608.0,T:Total,Y15-24:From 15 to 24 years,11.7,ICCS0401,1059,Palma de Mallorca,M,Robbery,ES,1146.5903283644143,253.73846153846156,7.044547885382379,5.536304057552515,2.4595888418037104,4.61512051684126,2019,1146.5903283644143,11.7
3744,119021,PT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,3015.0,2807525.0,T:Total,Y15-24:From 15 to 24 years,32.6,ICCS0401,9342,Lisboa,M,Robbery,PT,3327.485952930072,931.1857379767828,8.109972328751738,6.836458761113304,3.484312288372662,4.653960350157523,2014,3327.485952930072,32.6
2448,72972,FI003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,10910.0,474323.0,T:Total,Y15-24:From 15 to 24 years,5.9,ICCS0401,151,Turku,M,Robbery,FI,318.34846718375456,43.47598533455545,5.763146591573964,3.7722087243781184,1.7749523509116738,4.624972813284271,2016,318.34846718375456,5.9
514,18117,CZ_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,44016.0,4992010.0,T:Total,Y15-24:From 15 to 24 years,13.6,ICCS0401,618,Non-metropolitan regions in Czech Republic,N,Robbery,CZ,123.79782893063114,113.4135314431116,4.818649823187442,4.731040709070166,2.6100697927420065,4.276666119016055,2017,123.79782893063114,13.6
1682,51720,DK003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3479.0,491474.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS0401,161,Odense,M,Robbery,DK,327.5859964107969,141.26875538947974,5.79175060506649,4.9506641427303055,1.6486586255873816,4.59511985013459,2016,327.5859964107969,5.2
1940,59892,ES006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,7309.0,1651506.0,T:Total,Y15-24:From 15 to 24 years,23.4,ICCS0401,1477,Málaga - Marbella,M,Robbery,ES,894.3352309952251,225.955123819948,6.796080683628419,5.420336412386844,3.152736022363656,4.189654742026425,2018,894.3352309952251,23.4
2098,63728,ES013M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",82.0,10601.0,1034302.0,T:Total,Y15-24:From 15 to 24 years,7.1,ICCS0401,371,Oviedo - Gijón,M,Robbery,ES,358.69600948272364,97.56645599471749,5.882475259532734,4.5805337457658775,1.9600947840472696,4.406719247264253,2017,358.69600948272364,7.1
3259,102723,LV_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",41.0,64282.0,977480.0,T:Total,Y15-24:From 15 to 24 years,8.8,ICCS0401,256,Non-metropolitan regions in Latvia,N,Robbery,LV,261.8979416458649,15.20612302044118,5.567954892169551,2.721698177030074,2.174751721484161,3.713572066704308,2015,261.8979416458649,8.8
1929,59561,ES006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,7309.0,1631357.0,T:Total,Y15-24:From 15 to 24 years,32.6,ICCS0401,1535,Málaga - Marbella,M,Robbery,ES,940.9344490506984,223.1983855520591,6.846873476213883,5.4080609972912965,3.484312288372662,4.189654742026425,2015,940.9344490506984,32.6
1894,58800,ES004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,14036.0,1957520.0,T:Total,Y15-24:From 15 to 24 years,29.6,ICCS0401,1802,Sevilla,M,Robbery,ES,920.5525358617026,139.4642348247364,6.824974072223991,4.93780818720546,3.387774361330014,4.189654742026425,2020,920.5525358617026,29.6
2168,65440,ES019M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,2212.0,1140285.0,T:Total,Y15-24:From 15 to 24 years,11.4,ICCS0401,1583,Bilbao,M,Robbery,ES,1388.2494288708524,515.499547920434,7.235798828719401,6.24513642648366,2.4336133554004498,4.727387818712341,2014,1388.2494288708524,11.4
2129,64498,ES014M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",110.0,10391.0,643866.0,T:Total,Y15-24:From 15 to 24 years,5.5,ICCS0401,255,Pamplona/Iruña,M,Robbery,ES,396.0451398272312,61.96381483976519,5.98152819422088,4.126550583049173,1.7047480922384253,4.700480365792417,2018,396.0451398272312,5.5
285,10540,BG001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",88.0,10797.0,1679207.0,T:Total,Y15-24:From 15 to 24 years,6.4,ICCS0401,1057,Sofia,M,Robbery,BG,629.4637885621011,155.52533111049365,6.444868327702902,5.04680861938447,1.8562979903656265,4.477336814478207,2014,629.4637885621011,6.4
3068,95364,IT503M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",127.0,3448.0,450256.0,T:Total,Y15-24:From 15 to 24 years,1.6,ICCS0401,203,Parma,M,Robbery,IT,450.8546249244874,130.584686774942,6.11114494812661,4.8720219570958685,0.4700036292457356,4.844187086458591,2018,450.8546249244874,1.6
3282,104538,MT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,247.0,407958.0,T:Total,Y15-24:From 15 to 24 years,3.1,ICCS0401,241,Valletta,M,Robbery,MT,590.7470867099064,1651.6518218623482,6.381387984543908,7.409531170283045,1.1314021114911006,4.61512051684126,2015,590.7470867099064,3.1
1909,59122,ES005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,17275.0,961518.0,T:Total,Y15-24:From 15 to 24 years,8.9,ICCS0401,748,Zaragoza,M,Robbery,ES,777.9365544898795,55.659507959479015,6.656644971354181,4.0192529159487,2.186051276738094,4.61512051684126,2017,777.9365544898795,8.9
2431,72618,FI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,14613.0,512081.0,T:Total,Y15-24:From 15 to 24 years,6.9,ICCS0401,149,Tampere,M,Robbery,FI,290.9695927011547,35.042838568398004,5.673218769275883,3.5565712721591978,1.9315214116032136,4.624972813284271,2018,290.9695927011547,6.9
1742,53060,DK_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,22946.0,1778076.0,T:Total,Y15-24:From 15 to 24 years,14.4,ICCS0401,379,Non-metropolitan regions in Denmark,N,Robbery,DK,213.1517437949784,77.4895842412621,5.362004324247322,4.35014353044029,2.667228206581955,4.727387818712341,2017,213.1517437949784,14.4
189,6297,BE002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,1004.0,1030055.0,T:Total,Y15-24:From 15 to 24 years,7.0,ICCS0401,1882,Antwerpen,M,Robbery,BE,1827.086903126532,1025.9511952191235,7.510478121271154,6.933375456586771,1.9459101490553128,5.010635294096256,2015,1827.086903126532,7.0
2840,87580,IT010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",63.0,3574.0,1113303.0,T:Total,Y15-24:From 15 to 24 years,13.8,ICCS0401,647,Catania,M,Robbery,IT,581.1535583753929,311.5005595970901,6.365015022060549,5.741401134685252,2.624668592163159,4.143134726391533,2017,581.1535583753929,13.8
1959,60326,ES007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",77.0,11314.0,1466474.0,T:Total,Y15-24:From 15 to 24 years,25.3,ICCS0401,1495,Murcia - Cartagena,M,Robbery,ES,1019.4521007532352,129.61587413823582,6.927020605834003,4.864575262051957,3.2308043957334744,4.343805421853684,2016,1019.4521007532352,25.3
4316,135821,SK002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",59.0,6754.0,798103.0,T:Total,Y15-24:From 15 to 24 years,7.8,ICCS0401,102,Kosice,M,Robbery,SK,127.80305298940112,118.16745632217943,4.850490430464057,4.772102739838975,2.0541237336955462,4.07753744390572,2017,127.80305298940112,7.8
3423,108571,NL006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",110.0,933.0,471737.0,T:Total,Y15-24:From 15 to 24 years,3.7,ICCS0401,192,Tilburg,N,Robbery,NL,407.0064463885597,505.61307609860665,6.008829024109692,6.225771705035019,1.308332819650179,4.700480365792417,2017,407.0064463885597,3.7
1921,59458,ES005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",94.0,17275.0,976426.0,T:Total,Y15-24:From 15 to 24 years,9.6,ICCS0401,728,Zaragoza,M,Robbery,ES,745.5762136608406,56.52248914616498,6.614157360583578,4.034638596941512,2.26176309847379,4.543294782270004,2020,745.5762136608406,9.6
4191,131608,SE_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,391583.0,4407657.0,T:Total,Y15-24:From 15 to 24 years,46.0,ICCS0401,1906,Non-metropolitan regions in Sweden,N,Robbery,SE,432.4292929327305,11.25599681293621,6.069418828458279,2.4209010366684987,3.828641396489095,4.61512051684126,2018,432.4292929327305,46.0
2824,87132,IT009M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",132.0,3703.0,1021501.0,T:Total,Y15-24:From 15 to 24 years,4.7,ICCS0401,506,Bologna,M,Robbery,IT,495.3494906025545,275.8576829597624,6.205263555059885,5.619885091278243,1.547562508716013,4.882801922586371,2020,495.3494906025545,4.7
534,19292,DE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,17480.0,5207915.0,T:Total,Y15-24:From 15 to 24 years,21.4,ICCS0401,4870,Berlin,M,Robbery,DE,935.1151084455104,297.9356407322654,6.840669632348104,5.696877492483279,3.0633909220278057,4.718498871295094,2017,935.1151084455104,21.4
1694,52052,DK003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",96.0,3479.0,498481.0,T:Total,Y15-24:From 15 to 24 years,4.3,ICCS0401,143,Odense,M,Robbery,DK,286.871515664589,143.28283989652198,5.65903443490955,4.964820578162689,1.4586150226995167,4.564348191467836,2019,286.871515664589,4.3
4201,132522,SI001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",118.0,2334.0,531260.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,171,Ljubljana,M,Robbery,SI,321.87629409328764,227.617823479006,5.774167291893919,5.4276680097265135,1.1631508098056809,4.770684624465665,2014,321.87629409328764,3.2
4260,133861,SI_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",74.0,15769.0,1204180.0,T:Total,Y15-24:From 15 to 24 years,4.7,ICCS0401,59,Non-metropolitan regions in Slovenia,N,Robbery,SI,48.995997276154725,76.36375166465851,3.89173860653222,4.335508128932187,1.547562508716013,4.30406509320417,2017,48.995997276154725,4.7
