DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IE:Ireland,2019,0.91,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IE:Ireland,2020,0.96,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2011,3.47,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2012,3.98,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2013,6.3,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2014,0.68,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2015,5.35,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2016,3.74,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2017,4.91,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2018,2.8,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2019,3.34,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IS:Iceland,2020,4.63,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2011,0.64,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2012,0.61,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2013,0.54,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2014,0.58,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2015,0.57,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2016,0.65,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2017,0.52,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2018,0.69,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2019,0.62,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,IT:Italy,2020,0.68,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2011,17.62,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2012,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2013,7.06,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2014,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2015,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2016,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2017,0,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2018,0,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2019,0,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LI:Liechtenstein,2020,5.14,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2011,1.72,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2012,1.96,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2013,1.27,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2014,1.88,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2015,1.33,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2016,1.89,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2017,1.37,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2018,1.1,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2019,1.8,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LT:Lithuania,2020,1.26,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2011,3.79,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2012,5.94,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2013,10.21,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2014,6.51,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2015,6.32,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2016,5.2,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2017,3.91,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2018,7.4,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2019,2.87,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LU:Luxembourg,2020,4.84,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2011,16,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2012,13.93,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2013,12.56,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2014,12.37,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2015,16.62,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2016,11.47,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2017,12.78,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2018,12.69,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2019,8.68,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,LV:Latvia,2020,11.52,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2011,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2012,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2013,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2014,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2015,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2016,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2017,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2018,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2019,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,ME:Montenegro,2020,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2011,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2012,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2013,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2014,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2015,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2016,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2017,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2018,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2019,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MK:North Macedonia,2020,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2011,0.45,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2012,0.53,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2013,1.23,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2014,0.38,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2015,0.61,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2016,0.41,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2017,1.98,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2018,0.84,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2019,0.5,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2020,1.12,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2011,2.07,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2012,2.06,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2013,4.39,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2014,4.28,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2015,4.43,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2016,4.67,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2017,4.64,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2018,5.2,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2019,4.39,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2020,4.98,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2011,7.98,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2012,5.81,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2013,5.26,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2014,5.56,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2015,5.1,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2016,4.96,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2017,4.59,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2018,4.99,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2019,3.67,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2020,4.37,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2011,8.56,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2012,7.73,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2013,6.62,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2014,6.42,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2015,9.78,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2016,12.73,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2017,14.54,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2018,15.08,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2019,15.56,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2020,18.33,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2011,1.99,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2012,1.65,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2013,1.43,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2014,1.76,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2015,1.51,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2016,1.57,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2017,1.44,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2018,1.62,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2019,1.72,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2020,1.98,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2011,1.26,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2012,1.11,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2013,1.13,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2014,2.67,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2015,2.2,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2016,2.57,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2017,2.37,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2018,2.17,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2019,2.23,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2020,2.21,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2011,6.51,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2012,6.2,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2013,6.91,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2014,7.77,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2015,6.67,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2016,6.41,
