DATAFLOW,LAST UPDATE,freq,unit,iccs,metroreg,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2012,21103,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2013,21881,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2014,19449,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2015,16802,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2016,18049,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2017,14862,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2018,13611,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2019,12894,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK001MC:København,2020,9589,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2008,9909,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2009,9496,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2010,8755,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2011,9523,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2012,8780,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2013,8451,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2014,7763,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2015,7070,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2016,6665,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2017,6310,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2018,6261,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2019,5208,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK002M:Århus,2020,4509,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2008,5346,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2009,6355,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2010,4939,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2011,4717,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2012,4980,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2013,4425,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2014,4143,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2015,3874,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2016,3313,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2017,3268,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2018,3761,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2019,3194,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK003M:Odense,2020,2697,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2008,6002,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2009,6547,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2010,6064,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2011,6325,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2012,5421,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2013,5099,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2014,4123,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2015,4632,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2016,4005,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2017,4163,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2018,3841,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2019,3243,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK004M:Aalborg,2020,2291,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2008,18745,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2009,20422,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2010,19481,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2011,19767,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2012,17557,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2013,16627,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2014,15128,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2015,13325,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2016,12307,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2017,11763,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2018,12316,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2019,10387,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,DK_NM:Non-metropolitan regions in Denmark,2020,7998,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2008,17953,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2009,18843,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2010,24603,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2011,27569,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2012,28193,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2013,25549,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2014,22881,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2015,24022,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2016,23420,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2018,8527,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2019,9215,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL:Greece,2020,6425,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2008,2792,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2009,3459,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2010,2899,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2011,2809,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2012,3522,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2013,3090,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2014,2548,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2015,2363,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2016,2885,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2018,1347,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2019,1670,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,EL002M:Thessaloniki,2020,1121,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2008,81949,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2009,80756,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2010,111656,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2011,100780,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2012,126425,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2013,127444,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2014,120783,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2015,115302,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2016,113299,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2017,105095,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2018,107166,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2019,98326,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES:Spain,2020,72380,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2008,11175,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2009,11261,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2010,13005,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2011,11279,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2012,14341,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2013,15924,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2014,16656,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2015,15915,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2016,15783,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2017,12562,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2018,12781,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2019,11469,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES001MC:Madrid,2020,7052,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2008,10,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2009,11,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2010,13524,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2011,13224,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2012,14191,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2013,14783,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2014,14651,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2015,17257,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2016,16283,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2017,15994,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2018,17807,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2019,16036,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES002M:Barcelona,2020,10979,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2008,8188,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2009,7806,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2010,9451,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2011,8063,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2012,11960,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2013,10303,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2014,9229,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2015,8301,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2016,7891,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2017,7212,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2018,7462,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2019,6665,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES003M:Valencia,2020,5077,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2008,3443,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2009,3574,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2010,3963,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2011,3271,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2012,4391,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2013,4299,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2014,3718,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2015,3377,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2016,3306,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2017,3568,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2018,3458,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2019,3658,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES004M:Sevilla,2020,2966,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2008,1142,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2009,1338,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2010,1756,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2011,1303,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2012,1750,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2013,1714,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2014,1490,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2015,1469,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2016,1529,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2017,1409,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2018,1366,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2019,1278,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES005M:Zaragoza,2020,913,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES006M:Málaga - Marbella,2008,5722,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES006M:Málaga - Marbella,2009,5422,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES006M:Málaga - Marbella,2010,5793,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES006M:Málaga - Marbella,2011,4599,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES006M:Málaga - Marbella,2012,5173,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS05012:Burglary of private residential premises,ES006M:Málaga - Marbella,2013,5073,
